Filename,Modality,Vocal Channel,Emotion,Emotional Intensity,Statement,Repetition,Actor
01-01-07-01-02-02-02.mp4,01,01,07,01,02,02,02
01-01-07-02-01-01-01.mp4,01,01,07,02,01,01,01
01-01-07-02-01-01-02.mp4,01,01,07,02,01,01,02
01-01-07-02-01-02-01.mp4,01,01,07,02,01,02,01
01-01-07-02-01-02-02.mp4,01,01,07,02,01,02,02
01-01-07-02-02-01-01.mp4,01,01,07,02,02,01,01
01-01-07-02-02-01-02.mp4,01,01,07,02,02,01,02
01-01-07-02-02-02-01.mp4,01,01,07,02,02,02,01
01-01-07-02-02-02-02.mp4,01,01,07,02,02,02,02
01-01-08-01-01-01-01.mp4,01,01,08,01,01,01,01
01-01-08-01-01-01-02.mp4,01,01,08,01,01,01,02
01-01-08-01-01-02-01.mp4,01,01,08,01,01,02,01
01-01-08-01-01-02-02.mp4,01,01,08,01,01,02,02
01-01-08-01-02-01-01.mp4,01,01,08,01,02,01,01
01-01-08-01-02-01-02.mp4,01,01,08,01,02,01,02
01-01-08-01-02-02-01.mp4,01,01,08,01,02,02,01
01-01-08-01-02-02-02.mp4,01,01,08,01,02,02,02
01-01-08-02-01-01-01.mp4,01,01,08,02,01,01,01
01-01-08-02-01-01-02.mp4,01,01,08,02,01,01,02
01-01-08-02-01-02-01.mp4,01,01,08,02,01,02,01
01-01-08-02-01-02-02.mp4,01,01,08,02,01,02,02
01-01-08-02-02-01-01.mp4,01,01,08,02,02,01,01
01-01-08-02-02-01-02.mp4,01,01,08,02,02,01,02
01-01-08-02-02-02-01.mp4,01,01,08,02,02,02,01
01-01-08-02-02-02-02.mp4,01,01,08,02,02,02,02
02-01-01-01-01-01-01.mp4,02,01,01,01,01,01,01
02-01-01-01-01-01-02.mp4,02,01,01,01,01,01,02
02-01-01-01-01-02-01.mp4,02,01,01,01,01,02,01
02-01-01-01-01-02-02.mp4,02,01,01,01,01,02,02
02-01-01-01-02-01-01.mp4,02,01,01,01,02,01,01
02-01-01-01-02-01-02.mp4,02,01,01,01,02,01,02
02-01-01-01-02-02-01.mp4,02,01,01,01,02,02,01
02-01-01-01-02-02-02.mp4,02,01,01,01,02,02,02
02-01-02-01-01-01-01.mp4,02,01,02,01,01,01,01
02-01-02-01-01-01-02.mp4,02,01,02,01,01,01,02
02-01-02-01-01-02-01.mp4,02,01,02,01,01,02,01
02-01-02-01-01-02-02.mp4,02,01,02,01,01,02,02
02-01-02-01-02-01-01.mp4,02,01,02,01,02,01,01
02-01-02-01-02-01-02.mp4,02,01,02,01,02,01,02
02-01-02-01-02-02-01.mp4,02,01,02,01,02,02,01
02-01-02-01-02-02-02.mp4,02,01,02,01,02,02,02
02-01-02-02-01-01-01.mp4,02,01,02,02,01,01,01
02-01-02-02-01-01-02.mp4,02,01,02,02,01,01,02
02-01-02-02-01-02-01.mp4,02,01,02,02,01,02,01
02-01-02-02-01-02-02.mp4,02,01,02,02,01,02,02
02-01-02-02-02-01-01.mp4,02,01,02,02,02,01,01
02-01-02-02-02-01-02.mp4,02,01,02,02,02,01,02
02-01-02-02-02-02-01.mp4,02,01,02,02,02,02,01
02-01-02-02-02-02-02.mp4,02,01,02,02,02,02,02
02-01-03-01-01-01-01.mp4,02,01,03,01,01,01,01
02-01-03-01-01-01-02.mp4,02,01,03,01,01,01,02
02-01-03-01-01-02-01.mp4,02,01,03,01,01,02,01
02-01-03-01-01-02-02.mp4,02,01,03,01,01,02,02
02-01-03-01-02-01-01.mp4,02,01,03,01,02,01,01
02-01-03-01-02-01-02.mp4,02,01,03,01,02,01,02
02-01-03-01-02-02-01.mp4,02,01,03,01,02,02,01
02-01-03-01-02-02-02.mp4,02,01,03,01,02,02,02
02-01-03-02-01-01-01.mp4,02,01,03,02,01,01,01
02-01-03-02-01-01-02.mp4,02,01,03,02,01,01,02
02-01-03-02-01-02-01.mp4,02,01,03,02,01,02,01
02-01-03-02-01-02-02.mp4,02,01,03,02,01,02,02
02-01-03-02-02-01-01.mp4,02,01,03,02,02,01,01
02-01-03-02-02-01-02.mp4,02,01,03,02,02,01,02
02-01-03-02-02-02-01.mp4,02,01,03,02,02,02,01
02-01-03-02-02-02-02.mp4,02,01,03,02,02,02,02
02-01-04-01-01-01-01.mp4,02,01,04,01,01,01,01
02-01-04-01-01-01-02.mp4,02,01,04,01,01,01,02
02-01-04-01-01-02-01.mp4,02,01,04,01,01,02,01
02-01-04-01-01-02-02.mp4,02,01,04,01,01,02,02
02-01-04-01-02-01-01.mp4,02,01,04,01,02,01,01
02-01-04-01-02-01-02.mp4,02,01,04,01,02,01,02
02-01-04-01-02-02-01.mp4,02,01,04,01,02,02,01
02-01-04-01-02-02-02.mp4,02,01,04,01,02,02,02
02-01-04-02-01-01-01.mp4,02,01,04,02,01,01,01
02-01-04-02-01-01-02.mp4,02,01,04,02,01,01,02
02-01-04-02-01-02-01.mp4,02,01,04,02,01,02,01
02-01-04-02-01-02-02.mp4,02,01,04,02,01,02,02
02-01-04-02-02-01-01.mp4,02,01,04,02,02,01,01
02-01-04-02-02-01-02.mp4,02,01,04,02,02,01,02
02-01-04-02-02-02-01.mp4,02,01,04,02,02,02,01
02-01-04-02-02-02-02.mp4,02,01,04,02,02,02,02
02-01-05-01-01-01-01.mp4,02,01,05,01,01,01,01
02-01-05-01-01-01-02.mp4,02,01,05,01,01,01,02
02-01-05-01-01-02-01.mp4,02,01,05,01,01,02,01
02-01-05-01-01-02-02.mp4,02,01,05,01,01,02,02
02-01-05-01-02-01-01.mp4,02,01,05,01,02,01,01
02-01-05-01-02-01-02.mp4,02,01,05,01,02,01,02
02-01-05-01-02-02-01.mp4,02,01,05,01,02,02,01
02-01-05-01-02-02-02.mp4,02,01,05,01,02,02,02
02-01-05-02-01-01-01.mp4,02,01,05,02,01,01,01
02-01-05-02-01-01-02.mp4,02,01,05,02,01,01,02
02-01-05-02-01-02-01.mp4,02,01,05,02,01,02,01
02-01-05-02-01-02-02.mp4,02,01,05,02,01,02,02
02-01-05-02-02-01-01.mp4,02,01,05,02,02,01,01
02-01-05-02-02-01-02.mp4,02,01,05,02,02,01,02
02-01-05-02-02-02-01.mp4,02,01,05,02,02,02,01
02-01-05-02-02-02-02.mp4,02,01,05,02,02,02,02
02-01-06-01-01-01-01.mp4,02,01,06,01,01,01,01
02-01-06-01-01-01-02.mp4,02,01,06,01,01,01,02
02-01-06-01-01-02-01.mp4,02,01,06,01,01,02,01
02-01-06-01-01-02-02.mp4,02,01,06,01,01,02,02
02-01-06-01-02-01-01.mp4,02,01,06,01,02,01,01
02-01-06-01-02-01-02.mp4,02,01,06,01,02,01,02
02-01-06-01-02-02-01.mp4,02,01,06,01,02,02,01
02-01-06-01-02-02-02.mp4,02,01,06,01,02,02,02
02-01-06-02-01-01-01.mp4,02,01,06,02,01,01,01
02-01-06-02-01-01-02.mp4,02,01,06,02,01,01,02
02-01-06-02-01-02-01.mp4,02,01,06,02,01,02,01
02-01-06-02-01-02-02.mp4,02,01,06,02,01,02,02
02-01-06-02-02-01-01.mp4,02,01,06,02,02,01,01
02-01-06-02-02-01-02.mp4,02,01,06,02,02,01,02
02-01-06-02-02-02-01.mp4,02,01,06,02,02,02,01
02-01-06-02-02-02-02.mp4,02,01,06,02,02,02,02
02-01-07-01-01-01-01.mp4,02,01,07,01,01,01,01
02-01-07-01-01-01-02.mp4,02,01,07,01,01,01,02
02-01-07-01-01-02-01.mp4,02,01,07,01,01,02,01
02-01-07-01-01-02-02.mp4,02,01,07,01,01,02,02
02-01-07-01-02-01-01.mp4,02,01,07,01,02,01,01
02-01-07-01-02-01-02.mp4,02,01,07,01,02,01,02
02-01-07-01-02-02-01.mp4,02,01,07,01,02,02,01
02-01-07-01-02-02-02.mp4,02,01,07,01,02,02,02
02-01-07-02-01-01-01.mp4,02,01,07,02,01,01,01
02-01-07-02-01-01-02.mp4,02,01,07,02,01,01,02
02-01-07-02-01-02-01.mp4,02,01,07,02,01,02,01
02-01-07-02-01-02-02.mp4,02,01,07,02,01,02,02
02-01-07-02-02-01-01.mp4,02,01,07,02,02,01,01
02-01-07-02-02-01-02.mp4,02,01,07,02,02,01,02
02-01-07-02-02-02-01.mp4,02,01,07,02,02,02,01
02-01-07-02-02-02-02.mp4,02,01,07,02,02,02,02
02-01-08-01-01-01-01.mp4,02,01,08,01,01,01,01
02-01-08-01-01-01-02.mp4,02,01,08,01,01,01,02
02-01-08-01-01-02-01.mp4,02,01,08,01,01,02,01
02-01-08-01-01-02-02.mp4,02,01,08,01,01,02,02
02-01-08-01-02-01-01.mp4,02,01,08,01,02,01,01
02-01-08-01-02-01-02.mp4,02,01,08,01,02,01,02
02-01-08-01-02-02-01.mp4,02,01,08,01,02,02,01
02-01-08-01-02-02-02.mp4,02,01,08,01,02,02,02
02-01-08-02-01-01-01.mp4,02,01,08,02,01,01,01
02-01-08-02-01-01-02.mp4,02,01,08,02,01,01,02
02-01-08-02-01-02-01.mp4,02,01,08,02,01,02,01
02-01-08-02-01-02-02.mp4,02,01,08,02,01,02,02
02-01-08-02-02-01-01.mp4,02,01,08,02,02,01,01
02-01-08-02-02-01-02.mp4,02,01,08,02,02,01,02
02-01-08-02-02-02-01.mp4,02,01,08,02,02,02,01
02-01-08-02-02-02-02.mp4,02,01,08,02,02,02,02
01-01-01-01-01-01-01.mp4,01,01,01,01,01,01,01
01-01-01-01-01-01-02.mp4,01,01,01,01,01,01,02
01-01-01-01-01-02-01.mp4,01,01,01,01,01,02,01
01-01-01-01-01-02-02.mp4,01,01,01,01,01,02,02
01-01-01-01-02-01-01.mp4,01,01,01,01,02,01,01
01-01-01-01-02-01-02.mp4,01,01,01,01,02,01,02
01-01-01-01-02-02-01.mp4,01,01,01,01,02,02,01
01-01-01-01-02-02-02.mp4,01,01,01,01,02,02,02
01-01-02-01-01-01-01.mp4,01,01,02,01,01,01,01
01-01-02-01-01-01-02.mp4,01,01,02,01,01,01,02
01-01-02-01-01-02-01.mp4,01,01,02,01,01,02,01
01-01-02-01-01-02-02.mp4,01,01,02,01,01,02,02
01-01-02-01-02-01-01.mp4,01,01,02,01,02,01,01
01-01-02-01-02-01-02.mp4,01,01,02,01,02,01,02
01-01-02-01-02-02-01.mp4,01,01,02,01,02,02,01
01-01-02-01-02-02-02.mp4,01,01,02,01,02,02,02
01-01-02-02-01-01-01.mp4,01,01,02,02,01,01,01
01-01-02-02-01-01-02.mp4,01,01,02,02,01,01,02
01-01-02-02-01-02-01.mp4,01,01,02,02,01,02,01
01-01-02-02-01-02-02.mp4,01,01,02,02,01,02,02
01-01-02-02-02-01-01.mp4,01,01,02,02,02,01,01
01-01-02-02-02-01-02.mp4,01,01,02,02,02,01,02
01-01-02-02-02-02-01.mp4,01,01,02,02,02,02,01
01-01-02-02-02-02-02.mp4,01,01,02,02,02,02,02
01-01-03-01-01-01-01.mp4,01,01,03,01,01,01,01
01-01-03-01-01-01-02.mp4,01,01,03,01,01,01,02
01-01-03-01-01-02-01.mp4,01,01,03,01,01,02,01
01-01-03-01-01-02-02.mp4,01,01,03,01,01,02,02
01-01-03-01-02-01-01.mp4,01,01,03,01,02,01,01
01-01-03-01-02-01-02.mp4,01,01,03,01,02,01,02
01-01-03-01-02-02-01.mp4,01,01,03,01,02,02,01
01-01-03-01-02-02-02.mp4,01,01,03,01,02,02,02
01-01-03-02-01-01-01.mp4,01,01,03,02,01,01,01
01-01-03-02-01-01-02.mp4,01,01,03,02,01,01,02
01-01-03-02-01-02-01.mp4,01,01,03,02,01,02,01
01-01-03-02-01-02-02.mp4,01,01,03,02,01,02,02
01-01-03-02-02-01-01.mp4,01,01,03,02,02,01,01
01-01-03-02-02-01-02.mp4,01,01,03,02,02,01,02
01-01-03-02-02-02-01.mp4,01,01,03,02,02,02,01
01-01-03-02-02-02-02.mp4,01,01,03,02,02,02,02
01-01-04-01-01-01-01.mp4,01,01,04,01,01,01,01
01-01-04-01-01-01-02.mp4,01,01,04,01,01,01,02
01-01-04-01-01-02-01.mp4,01,01,04,01,01,02,01
01-01-04-01-01-02-02.mp4,01,01,04,01,01,02,02
01-01-04-01-02-01-01.mp4,01,01,04,01,02,01,01
01-01-04-01-02-01-02.mp4,01,01,04,01,02,01,02
01-01-04-01-02-02-01.mp4,01,01,04,01,02,02,01
01-01-04-01-02-02-02.mp4,01,01,04,01,02,02,02
01-01-04-02-01-01-01.mp4,01,01,04,02,01,01,01
01-01-04-02-01-01-02.mp4,01,01,04,02,01,01,02
01-01-04-02-01-02-01.mp4,01,01,04,02,01,02,01
01-01-04-02-01-02-02.mp4,01,01,04,02,01,02,02
01-01-04-02-02-01-01.mp4,01,01,04,02,02,01,01
01-01-04-02-02-01-02.mp4,01,01,04,02,02,01,02
01-01-04-02-02-02-01.mp4,01,01,04,02,02,02,01
01-01-04-02-02-02-02.mp4,01,01,04,02,02,02,02
01-01-05-01-01-01-01.mp4,01,01,05,01,01,01,01
01-01-05-01-01-01-02.mp4,01,01,05,01,01,01,02
01-01-05-01-01-02-01.mp4,01,01,05,01,01,02,01
01-01-05-01-01-02-02.mp4,01,01,05,01,01,02,02
01-01-05-01-02-01-01.mp4,01,01,05,01,02,01,01
01-01-05-01-02-01-02.mp4,01,01,05,01,02,01,02
01-01-05-01-02-02-01.mp4,01,01,05,01,02,02,01
01-01-05-01-02-02-02.mp4,01,01,05,01,02,02,02
01-01-05-02-01-01-01.mp4,01,01,05,02,01,01,01
01-01-05-02-01-01-02.mp4,01,01,05,02,01,01,02
01-01-05-02-01-02-01.mp4,01,01,05,02,01,02,01
01-01-05-02-01-02-02.mp4,01,01,05,02,01,02,02
01-01-05-02-02-01-01.mp4,01,01,05,02,02,01,01
01-01-05-02-02-01-02.mp4,01,01,05,02,02,01,02
01-01-05-02-02-02-01.mp4,01,01,05,02,02,02,01
01-01-05-02-02-02-02.mp4,01,01,05,02,02,02,02
01-01-06-01-01-01-01.mp4,01,01,06,01,01,01,01
01-01-06-01-01-01-02.mp4,01,01,06,01,01,01,02
01-01-06-01-01-02-01.mp4,01,01,06,01,01,02,01
01-01-06-01-01-02-02.mp4,01,01,06,01,01,02,02
01-01-06-01-02-01-01.mp4,01,01,06,01,02,01,01
01-01-06-01-02-01-02.mp4,01,01,06,01,02,01,02
01-01-06-01-02-02-01.mp4,01,01,06,01,02,02,01
01-01-06-01-02-02-02.mp4,01,01,06,01,02,02,02
01-01-06-02-01-01-01.mp4,01,01,06,02,01,01,01
01-01-06-02-01-01-02.mp4,01,01,06,02,01,01,02
01-01-06-02-01-02-01.mp4,01,01,06,02,01,02,01
01-01-06-02-01-02-02.mp4,01,01,06,02,01,02,02
01-01-06-02-02-01-01.mp4,01,01,06,02,02,01,01
01-01-06-02-02-01-02.mp4,01,01,06,02,02,01,02
01-01-06-02-02-02-01.mp4,01,01,06,02,02,02,01
01-01-06-02-02-02-02.mp4,01,01,06,02,02,02,02
01-01-07-01-01-01-01.mp4,01,01,07,01,01,01,01
01-01-07-01-01-01-02.mp4,01,01,07,01,01,01,02
01-01-07-01-01-02-01.mp4,01,01,07,01,01,02,01
01-01-07-01-01-02-02.mp4,01,01,07,01,01,02,02
01-01-07-01-02-01-01.mp4,01,01,07,01,02,01,01
01-01-07-01-02-01-02.mp4,01,01,07,01,02,01,02
01-01-07-01-02-02-01.mp4,01,01,07,01,02,02,01
01-01-07-01-02-02-02.mp4,01,01,07,01,02,02,02
01-01-07-02-01-01-01.mp4,01,01,07,02,01,01,01
01-01-07-02-01-01-02.mp4,01,01,07,02,01,01,02
01-01-07-02-01-02-01.mp4,01,01,07,02,01,02,01
01-01-07-02-01-02-02.mp4,01,01,07,02,01,02,02
01-01-07-02-02-01-01.mp4,01,01,07,02,02,01,01
01-01-07-02-02-01-02.mp4,01,01,07,02,02,01,02
01-01-07-02-02-02-01.mp4,01,01,07,02,02,02,01
01-01-07-02-02-02-02.mp4,01,01,07,02,02,02,02
01-01-08-01-01-01-01.mp4,01,01,08,01,01,01,01
01-01-08-01-01-01-02.mp4,01,01,08,01,01,01,02
01-01-08-01-01-02-01.mp4,01,01,08,01,01,02,01
01-01-08-01-01-02-02.mp4,01,01,08,01,01,02,02
01-01-08-01-02-01-01.mp4,01,01,08,01,02,01,01
01-01-08-01-02-01-02.mp4,01,01,08,01,02,01,02
01-01-08-01-02-02-01.mp4,01,01,08,01,02,02,01
01-01-08-01-02-02-02.mp4,01,01,08,01,02,02,02
01-01-08-02-01-01-01.mp4,01,01,08,02,01,01,01
01-01-08-02-01-01-02.mp4,01,01,08,02,01,01,02
01-01-08-02-01-02-01.mp4,01,01,08,02,01,02,01
01-01-08-02-01-02-02.mp4,01,01,08,02,01,02,02
01-01-08-02-02-01-01.mp4,01,01,08,02,02,01,01
01-01-08-02-02-01-02.mp4,01,01,08,02,02,01,02
01-01-08-02-02-02-01.mp4,01,01,08,02,02,02,01
01-01-08-02-02-02-02.mp4,01,01,08,02,02,02,02
02-01-01-01-01-01-01.mp4,02,01,01,01,01,01,01
02-01-01-01-01-01-02.mp4,02,01,01,01,01,01,02
02-01-01-01-01-02-01.mp4,02,01,01,01,01,02,01
02-01-01-01-01-02-02.mp4,02,01,01,01,01,02,02
02-01-01-01-02-01-01.mp4,02,01,01,01,02,01,01
02-01-01-01-02-01-02.mp4,02,01,01,01,02,01,02
02-01-01-01-02-02-01.mp4,02,01,01,01,02,02,01
02-01-01-01-02-02-02.mp4,02,01,01,01,02,02,02
02-01-02-01-01-01-01.mp4,02,01,02,01,01,01,01
02-01-02-01-01-01-02.mp4,02,01,02,01,01,01,02
02-01-02-01-01-02-01.mp4,02,01,02,01,01,02,01
02-01-02-01-01-02-02.mp4,02,01,02,01,01,02,02
02-01-02-01-02-01-01.mp4,02,01,02,01,02,01,01
02-01-02-01-02-01-02.mp4,02,01,02,01,02,01,02
02-01-02-01-02-02-01.mp4,02,01,02,01,02,02,01
02-01-02-01-02-02-02.mp4,02,01,02,01,02,02,02
02-01-02-02-01-01-01.mp4,02,01,02,02,01,01,01
02-01-02-02-01-01-02.mp4,02,01,02,02,01,01,02
02-01-02-02-01-02-01.mp4,02,01,02,02,01,02,01
02-01-02-02-01-02-02.mp4,02,01,02,02,01,02,02
02-01-02-02-02-01-01.mp4,02,01,02,02,02,01,01
02-01-02-02-02-01-02.mp4,02,01,02,02,02,01,02
02-01-02-02-02-02-01.mp4,02,01,02,02,02,02,01
02-01-02-02-02-02-02.mp4,02,01,02,02,02,02,02
02-01-03-01-01-01-01.mp4,02,01,03,01,01,01,01
02-01-03-01-01-01-02.mp4,02,01,03,01,01,01,02
02-01-03-01-01-02-01.mp4,02,01,03,01,01,02,01
02-01-03-01-01-02-02.mp4,02,01,03,01,01,02,02
02-01-03-01-02-01-01.mp4,02,01,03,01,02,01,01
02-01-03-01-02-01-02.mp4,02,01,03,01,02,01,02
02-01-03-01-02-02-01.mp4,02,01,03,01,02,02,01
02-01-03-01-02-02-02.mp4,02,01,03,01,02,02,02
02-01-03-02-01-01-01.mp4,02,01,03,02,01,01,01
02-01-03-02-01-01-02.mp4,02,01,03,02,01,01,02
02-01-03-02-01-02-01.mp4,02,01,03,02,01,02,01
02-01-03-02-01-02-02.mp4,02,01,03,02,01,02,02
02-01-03-02-02-01-01.mp4,02,01,03,02,02,01,01
02-01-03-02-02-01-02.mp4,02,01,03,02,02,01,02
02-01-03-02-02-02-01.mp4,02,01,03,02,02,02,01
02-01-03-02-02-02-02.mp4,02,01,03,02,02,02,02
02-01-04-01-01-01-01.mp4,02,01,04,01,01,01,01
02-01-04-01-01-01-02.mp4,02,01,04,01,01,01,02
02-01-04-01-01-02-01.mp4,02,01,04,01,01,02,01
02-01-04-01-01-02-02.mp4,02,01,04,01,01,02,02
02-01-04-01-02-01-01.mp4,02,01,04,01,02,01,01
02-01-04-01-02-01-02.mp4,02,01,04,01,02,01,02
02-01-04-01-02-02-01.mp4,02,01,04,01,02,02,01
02-01-04-01-02-02-02.mp4,02,01,04,01,02,02,02
02-01-04-02-01-01-01.mp4,02,01,04,02,01,01,01
02-01-04-02-01-01-02.mp4,02,01,04,02,01,01,02
02-01-04-02-01-02-01.mp4,02,01,04,02,01,02,01
02-01-04-02-01-02-02.mp4,02,01,04,02,01,02,02
02-01-04-02-02-01-01.mp4,02,01,04,02,02,01,01
02-01-04-02-02-01-02.mp4,02,01,04,02,02,01,02
02-01-04-02-02-02-01.mp4,02,01,04,02,02,02,01
02-01-04-02-02-02-02.mp4,02,01,04,02,02,02,02
02-01-05-01-01-01-01.mp4,02,01,05,01,01,01,01
02-01-05-01-01-01-02.mp4,02,01,05,01,01,01,02
02-01-05-01-01-02-01.mp4,02,01,05,01,01,02,01
02-01-05-01-01-02-02.mp4,02,01,05,01,01,02,02
02-01-05-01-02-01-01.mp4,02,01,05,01,02,01,01
02-01-05-01-02-01-02.mp4,02,01,05,01,02,01,02
02-01-05-01-02-02-01.mp4,02,01,05,01,02,02,01
02-01-05-01-02-02-02.mp4,02,01,05,01,02,02,02
02-01-05-02-01-01-01.mp4,02,01,05,02,01,01,01
02-01-05-02-01-01-02.mp4,02,01,05,02,01,01,02
02-01-05-02-01-02-01.mp4,02,01,05,02,01,02,01
02-01-05-02-01-02-02.mp4,02,01,05,02,01,02,02
02-01-05-02-02-01-01.mp4,02,01,05,02,02,01,01
02-01-05-02-02-01-02.mp4,02,01,05,02,02,01,02
02-01-05-02-02-02-01.mp4,02,01,05,02,02,02,01
02-01-05-02-02-02-02.mp4,02,01,05,02,02,02,02
02-01-06-01-01-01-01.mp4,02,01,06,01,01,01,01
02-01-06-01-01-01-02.mp4,02,01,06,01,01,01,02
